unseen_senses_new_sentences_0	sick-03
unseen_senses_new_sentences_1	sick-03
unseen_senses_new_sentences_2	fill-in-07
unseen_senses_new_sentences_3	fill-in-07
unseen_senses_new_sentences_4	crack-up-04
unseen_senses_new_sentences_5	crack-up-04
unseen_senses_new_sentences_6	tease-02
unseen_senses_new_sentences_7	tease-02
unseen_senses_new_sentences_8	impact-03
unseen_senses_new_sentences_9	impact-03
unseen_senses_new_sentences_10	fill-out-04
unseen_senses_new_sentences_11	fill-out-04
unseen_senses_new_sentences_12	dry-04
unseen_senses_new_sentences_13	dry-04
unseen_senses_new_sentences_14	pace-02
unseen_senses_new_sentences_15	pace-02
unseen_senses_new_sentences_16	sneak-02
unseen_senses_new_sentences_17	sneak-02
unseen_senses_new_sentences_18	splice-02
unseen_senses_new_sentences_19	splice-02
unseen_senses_new_sentences_20	wring-02
unseen_senses_new_sentences_21	wring-02
unseen_senses_new_sentences_22	tangle-03
unseen_senses_new_sentences_23	tangle-03
unseen_senses_new_sentences_24	square-02
unseen_senses_new_sentences_25	square-02
unseen_senses_new_sentences_26	swing-04
unseen_senses_new_sentences_27	swing-04
unseen_senses_new_sentences_28	except-02
unseen_senses_new_sentences_29	except-02
unseen_senses_new_sentences_30	jam-02
unseen_senses_new_sentences_31	jam-02
unseen_senses_new_sentences_32	wind-up-05
unseen_senses_new_sentences_33	wind-up-05
unseen_senses_new_sentences_34	wind-up-03
unseen_senses_new_sentences_35	wind-up-03
unseen_senses_new_sentences_36	smart-03
unseen_senses_new_sentences_37	smart-03
unseen_senses_new_sentences_38	abduct-02
unseen_senses_new_sentences_39	abduct-02
