ID	Sentence	AMR	Comment
13	Jane knocked on Susan's door, but there was no answer. She was disappointed.	(m / multi-sentence       :snt1 (c / contrast-01             :ARG1 (k / knock-01                   :ARG0 (p / person :name "Jane")                   :ARG1 (d2 / door                         :poss (p2 / person :name "Susan")))             :ARG2 (a / answer-01 :polarity -))       :snt2 (d / disappoint-01             :ARG1 p))
132	Jane knocked on Susan's door, but there was no answer. She was out.	(m / multi-sentence       :snt1 (c / contrast-01             :ARG1 (k / knock-01                   :ARG0 (p / person :name "Jane")                   :ARG1 (d2 / door                         :poss (p2 / person :name "Susan")))             :ARG2 (a / answer-01 :polarity -))       :snt2 (o / out-06             :ARG1 p2))
133	Jane knocked on the door, and Susan answered it. She invited her to come out.	(m / multi-sentence       :snt1 (a2 / and             :op1 (k / knock-01                   :ARG0 (p / person :name "Jane")                   :ARG1 (d2 / door))             :op2 (a / answer-01                   :ARG0 (p3 / person :name "Susan")                   :ARG1 k))       :snt2 (i2 / invite-01             :ARG0 p             :ARG1 p3             :ARG2 (c / come-out-09)))
134	Jane knocked on the door, and Susan answered it. She invited her to come in.	(m / multi-sentence       :snt1 (a2 / and             :op1 (k / knock-01                   :ARG0 (p / person :name "Jane")                   :ARG1 (d2 / door))             :op2 (a / answer-01                   :ARG0 (p3 / person :name "Susan")                   :ARG1 k))       :snt2 (i2 / invite-01             :ARG0 p             :ARG1 p3             :ARG2 (c / come-in-07)))
135	Sam took French classes from Adam, because he was eager to speak it fluently.	(c / cause-01       :ARG0 (t / take-01             :ARG0 (p / person :name "Sam")             :ARG1 (c2 / class                   :mod (f / french))             :ARG2 (p2 / person :name "Adam"))       :ARG1 (e / eager-01             :ARG0 p             :ARG1 (s / speak-01                   :ARG1 (l / language :name "French")                   :manner (f2 / fluent))))
136	Sam took French classes from Adam, because he was known to speak if fluently.	(c / cause-01       :ARG0 (t / take-01             :ARG0 (p / person :name "Sam")             :ARG1 (c2 / class                   :mod (f / french))             :ARG2 (p2 / person :name "Adam"))       :ARG1 (k / know-03             :ARG0 p2             :ARG1 (s / speak-01                   :ARG1 (l / language :name "French")                   :manner (f2 / fluent))))
137	The path to the lake was blocked, so we couldn't use it.	(c / cause-01       :ARG0 (b / block-01             :ARG1 (p2 / path                   :destination (l / lake)))       :ARG1 (p3 / possible-01 :polarity -             :ARG1 (u / use-01                   :ARG0 (w / we)                   :ARG1 p2)))
138	The path to the lake was blocked, so we couldn't reach it.	(c / cause-01       :ARG0 (b / block-01             :ARG1 (p2 / path                   :destination (l / lake)))       :ARG1 (p3 / possible-01 :polarity -             :ARG1 (r / reach-01                   :ARG0 (w / we)                   :ARG1 l)))
139	The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was out.	(c / contrast-01       :ARG1 (c2 / cover-02             :ARG1 (s / sun)             :ARG2 (c3 / cloud                   :mod (t / thick-03))             :time (m / morning                   :mod (a / all)))       :ARG2 (o / out-06             :ARG0-of (l / lucky-02)             :ARG1 c3             :time (s2 / start-01                   :ARG0 (p3 / picnic))))
140	The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started, it was gone.	(c / contrast-01       :ARG1 (c2 / cover-02             :ARG1 (s / sun)             :ARG2 (c3 / cloud                   :mod (t / thick-03))             :time (m / morning                   :mod (a / all)))       :ARG2 (o / out-06             :ARG0-of (l / lucky-02)             :ARG1 c3             :time (s2 / start-01                   :ARG0 (p3 / picnic))))
141	We went to the lake, because a shark had been seen at the ocean beach, so it was a safer place to swim.	(c / cause-01       :ARG0 (c2 / cause-01             :ARG0 (s / shark                   :ARG1-of (s4 / see-01                         :ARG2 (b / beach                               :mod (o / ocean))))             :ARG1 (s2 / swim-01                   :ARG1 l                   :mod (s3 / safe-01)))       :ARG1 (g / go-01             :ARG1 (w / we)             :ARG3 (l / lake)))
142	We went to the lake, because a shark had been seen at the ocean beach, so it was a dangerous place to swim.	(c / cause-01       :ARG0 (c2 / cause-01             :ARG0 (s / shark                   :ARG1-of (s4 / see-01                         :ARG2 (b / beach                               :mod (o / ocean))))             :ARG1 (s2 / swim-01                   :ARG1 b                   :mod (e / endanger-01)))       :ARG1 (g / go-01             :ARG1 (w / we)             :ARG3 (l / lake)))
143	Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like golfers.	(c / contrast-01       :ARG1 (t / try-01             :ARG0 (p2 / person :name "Sam")             :ARG1 (p / paint-02                   :ARG1 (s / shepherd                         :accompanier (s2 / sheep))))       :ARG2 (e / end-up-03             :ARG1 s             :ARG2 (h / have-degree-of-resemblance-91                   :ARG1 s                   :ARG2 (g / golfer)                   :ARG4 (m / more))))
144	Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like dogs.	(c / contrast-01       :ARG1 (t / try-01             :ARG0 (p2 / person :name "Sam")             :ARG1 (p / paint-02                   :ARG1 (s / shepherd                         :accompanier (s2 / sheep))))       :ARG2 (e / end-up-03             :ARG1 s             :ARG2 (h / have-degree-of-resemblance-91                   :ARG1 s2                   :ARG2 (g / dog)                   :ARG4 (m / more))))
145	Mary tucked her daughter Anne into bed, so that she could work.	(c / cause-01       :ARG0 (t / tuck-01             :ARG0 (p2 / person :name "Mary")             :ARG1 (p3 / person :name "Anne")             :ARG2 (b / bed))       :ARG1 (p / possible-01             :ARG1 (w / work-01                   :ARG0 p2)))
146	Mary tucked her daughter Anne into bed, so that she could sleep.	(c / cause-01       :ARG0 (t / tuck-01             :ARG0 (p2 / person :name "Mary")             :ARG1 (p3 / person :name "Anne")             :ARG2 (b / bed))       :ARG1 (p / possible-01             :ARG1 (s / sleep-01                   :ARG0 p3)))
